代码,名称,流通A股(万股),总股本(万股)
sh600000,浦发银行,2810376.3899,2810376.3899
sh600006,东风汽车,200000,200000
sh600008,首创股份,482061.4124,482061.4124
sh600009,上海机场,109347.6397,192695.8448
sh600010,包钢股份,2203883.3821,4558503.2648
sh600011,华能国际,1050000,1520038.344
sh600012,皖通高速,116560,165861
sh600015,华夏银行,1282268.6653,1282268.6653
sh600016,民生银行,2955176.9344,3648534.8752
sh600017,日照港,307565.3888,307565.3888
sh600018,上港集团,2275517.965,2317367.465
sh600019,宝钢股份,2208972.6225,2210265.6925
sh600020,中原高速,224737.1832,224737.1832
sh600021,上海电力,213973.9257,213973.9257
sh600022,山东钢铁,1068861.3107,1094654.9616
sh600023,浙能电力,1360068.9988,1360068.9988
sh600026,中远海能,273603.2861,403203.2861
sh600028,中国石化,9555777.1046,12107120.9646
sh600029,南方航空,702265,981756.7
sh600030,中信证券,981466.17,1211690.84
sh600031,三一重工,759373.7652,765795.6115
sh600036,招商银行,2062894.4429,2521984.5601
sh600037,歌华有线,116835.2026,139177.7884
sh600048,保利地产,1173634.0939,1185844.1061
sh600050,中国联通,2119659.6395,2119659.6395
sh600051,宁波联合,30748.8,31088
sh600052,浙江广厦,87178.9092,87178.9092
sh600053,九鼎投资,43354.08,43354.08
sh600054,黄山旅游,51330,74730
sh600055,万东医疗,48484.8,54081.6199
sh600056,中国医药,101213.6064,106848.5534
sh600057,象屿股份,110440.3411,117077.9403
sh600059,古越龙山,80852.4165,80852.4165
sh600060,海信电器,130848.1222,130848.1222
sh600061,国投安信,196236.4989,369415.1713
sh600062,华润双鹤,57169.5948,72447.0631
sh600063,皖维高新,152011.328,192589.4692
sh600064,南京高科,77247.3055,77247.3055
sh600066,宇通客车,190348.4223,221393.9223
sh600067,冠城大通,149211.0725,149211.0725
sh600069,银鸽投资,82537.4144,124910.2957
sh600070,浙江富润,35661.3052,52194.6118
sh600071,凤凰光学,23747.2456,23747.2456
sh600074,保千里,90560.0688,243788.6049
sh600075,新疆天业,61402.88,97252.2352
sh600076,康欣新材,75237.4637,103426.4129
sh600077,宋都股份,134012.2326,134012.2326
sh600078,澄星股份,66257.2861,66257.2861
sh600079,人福医药,105755.4444,128604.9062
sh600080,金花股份,30529.5872,30529.5872
sh600084,中葡股份,99820.3818,112372.683
sh600085,同仁堂,137147.0262,137147.0262
sh600086,东方金钰,105684.5016,135000
sh600088,中视传媒,33142.2,33142.2
sh600089,特变电工,368038.9439,371864.7789
sh600090,同济堂,70269.6979,143966.2945
sh600091,ST明科,33652.6,43741.2524
sh600093,易见股份,32244.75,112244.75
sh600094,大名城,181283.6847,247532.5057
sh600097,开创国际,20259.7901,20259.7901
sh600099,林海股份,21912,21912
sh600100,同方股份,219788.2238,296389.8951
sh600101,明星电力,32417.8977,32417.8977
sh600103,青山纸业,106184.16,177370.6005
sh600104,上汽集团,1102556.6629,1168346.1365
sh600105,永鼎股份,76190.9292,94499.3092
sh600106,重庆路桥,99851.62,99851.62
sh600107,美尔雅,36000,36000
sh600108,亚盛集团,194691.5121,194691.5121
sh600109,国金证券,302435.931,302435.931
sh600110,诺德股份,115031.2097,115031.2097
sh600111,北方稀土,363306.6,363306.6
sh600112,*ST天成,50920.4846,50920.4846
sh600113,浙江东日,31860,31860
sh600114,东睦股份,38263.5517,43634.7649
sh600115,东方航空,848107.886,1446758.5682
sh600116,三峡水利,88800.5502,99300.5502
sh600117,西宁特钢,74121.9252,104511.8252
sh600118,中国卫星,118248.9135,118248.9135
sh600119,长江投资,30740,30740
sh600121,*ST郑煤,101534.3365,101534.3365
sh600122,宏图高科,115241.085,115416.085
sh600123,兰花科创,114240,114240
sh600125,铁龙物流,130552.1874,130552.1874
sh600126,杭钢股份,92698.5981,259783.7756
sh600127,金健米业,64178.3218,64178.3218
sh600129,太极集团,42689.4,42689.4
sh600130,波导股份,76800,76800
sh600131,岷江水电,39743.8103,50412.5155
sh600132,重庆啤酒,48397.1198,48397.1198
sh600133,东湖高新,53794.8915,63425.7784
sh600135,乐凯胶片,36834.2974,37299.1735
sh600136,当代明诚,27449.5784,48718.2186
sh600137,浪莎股份,9721.7588,9721.7588
sh600138,中青旅,72384,72384
sh600141,兴发集团,48029.7175,51223.7274
sh600143,金发科技,256000,271678.4786
sh600145,*ST新亿,149110.038,149110.038
sh600146,商赢环球,20000,46997
sh600148,长春一东,14151.645,14151.645
sh600150,中国船舶,137811.7598,137811.7598
sh600151,航天机电,125017.9897,143425.2287
sh600152,维科精华,29349.42,29349.42
sh600153,建发股份,283520.053,283520.053
sh600155,宝硕股份,41250,173955.6648
sh600156,华升股份,40211.0702,40211.0702
sh600157,永泰能源,582681.0556,1242579.5326
sh600159,大龙地产,83000.3232,83000.3232
sh600160,巨化股份,181091.5951,211166.6233
sh600161,天坛生物,67010.6928,67010.6928
sh600162,香江控股,177432.798,340067.1424
sh600163,中闽能源,75362.3914,99946.523
sh600165,新日恒力,68488.3775,68488.3775
sh600167,联美控股,21100,88004.5952
sh600168,武汉控股,70956.9692,70956.9692
sh600169,太原重工,242395.5,256395.5
sh600170,上海建工,821851.4745,890439.7728
sh600171,上海贝岭,67380.7773,67380.7773
sh600172,黄河旋风,116241.2303,142631.7987
sh600173,卧龙地产,72505.746,72514.746
sh600175,美都能源,144803.3217,357648.8773
sh600176,中国巨石,291858.9041,291858.9041
sh600177,雅戈尔,358144.7353,358144.7353
sh600178,东安动力,46208,46208
sh600179,安通控股,39000,106212.8511
sh600180,瑞茂通,88254.8893,101647.7464
sh600182,S佳通,17000,34000
sh600183,生益科技,145226.8427,145226.8427
sh600184,光电股份,41876.0826,50876.0826
sh600185,格力地产,161758.3126,206006.1002
sh600187,国中水务,145562.4228,165393.5128
sh600188,兖州煤业,296000,491201.6
sh600189,吉林森工,31050,31050
sh600190,锦州港,177948.453,200229.15
sh600192,长城电工,44174.8,44174.8
sh600193,创兴资源,42537.3,42537.3
sh600195,中牧股份,42980,42980
sh600196,复星医药,190897.3339,249513.1045
sh600197,伊力特,44100,44100
sh600198,大唐电信,87019.6677,88210.8472
sh600199,金种子酒,55577.5002,55577.5002
sh600200,江苏吴中,66803.607,72189.1958
sh600201,生物股份,57282.986,61315.244
sh600202,哈空调,38334.0672,38334.0672
sh600203,福日电子,30317.0793,45644.712
sh600206,有研新材,83877.8332,83877.8332
sh600207,安彩高科,69000,86295.5974
sh600208,新湖中宝,859817.1921,859934.3536
sh600209,罗顿发展,42634.4995,43901.1169
sh600210,紫江企业,143673.6158,151673.6158
sh600211,西藏药业,14558.9,17961.9205
sh600212,江泉实业,51169.7213,51169.7213
sh600213,亚星客车,22000,22000
sh600215,长春经开,46503.288,46503.288
sh600216,浙江医药,93610.3725,96284.8
sh600217,中再资环,72019.7707,141133.6529
sh600218,全柴动力,36875.5,36875.5
sh600219,南山铝业,708796.0902,925110.2895
sh600220,江苏阳光,178334.0326,178334.0326
sh600221,海航控股,1181206.4188,1680612.033
sh600222,太龙药业,53766.0007,57388.6283
sh600223,鲁商置业,100096.8,100096.8
sh600225,*ST松江,85045.158,93549.2615
sh600226,瀚叶股份,109498.297,172452.7554
sh600227,赤天化,95039.2526,173631.9081
sh600228,*ST昌九,24132,24132
sh600229,城市传媒,42977.2079,70209.601
sh600230,沧州大化,29418.8216,29418.8216
sh600231,凌钢股份,160800.44,251916.613
sh600232,金鹰股份,36471.8544,36471.8544
sh600233,圆通速递,33000,282122.9621
sh600234,ST山水,20244.588,20244.588
sh600235,民丰特纸,35130,35130
sh600237,铜峰电子,56436.9565,56436.9565
sh600238,海南椰岛,44500.158,44820
sh600239,云南城投,160568.6909,160568.6909
sh600240,华业资本,142425.36,142425.36
sh600241,时代万恒,19295.9103,22619.2115
sh600243,青海华鼎,23685,43885
sh600246,万通地产,121680,205400.9302
sh600248,延长化建,60760.596,61579.596
sh600249,两面针,45000,55000
sh600250,南纺股份,25869.246,25869.246
sh600251,冠农股份,78484.2008,78484.2008
sh600252,中恒集团,343009.6626,347510.7147
sh600255,梦舟股份,176959.3555,176959.3555
sh600256,广汇能源,522142.4684,522142.4684
sh600257,大湖股份,42705,48123.7188
sh600258,首旅酒店,27768,81574.2752
sh600260,凯乐科技,53936.9133,70884.8523
sh600261,阳光照明,145210.293,145210.293
sh600262,北方股份,17000,17000
sh600265,ST景谷,12980,12980
sh600266,北京城建,151704,156704
sh600267,海正药业,96553.1842,96553.1842
sh600268,国电南自,63524.6434,63524.6434
sh600269,赣粤高速,233540.7014,233540.7014
sh600270,外运发展,90548.172,90548.172
sh600271,航天信息,184681.1881,186285.1781
sh600272,开开实业,16000,24300
sh600273,嘉化能源,57999.8429,130628.5261
sh600275,*ST昌鱼,50883.7238,50883.7238
sh600276,恒瑞医药,281228.4432,281688.9833
sh600277,亿利洁能,208958.95,273894.0149
sh600278,东方创业,52224.1739,52224.1739
sh600279,重庆港九,69295.8572,69295.8572
sh600280,中央商场,114833.4872,114833.4872
sh600281,太化股份,51440.2025,51440.2025
sh600282,南钢股份,387575.2457,396207.2457
sh600283,钱江水利,33591.6058,35299.5758
sh600284,浦东建设,69304,69304
sh600285,羚锐制药,53543.4614,59232.0838
sh600287,江苏舜天,43679.6074,43679.6074
sh600288,大恒科技,43680,43680
sh600289,亿阳信通,56592.2684,63105.2069
sh600290,华仪电气,52688.3658,75990.3511
sh600292,远达环保,78081.689,78081.689
sh600293,三峡新材,51675.39,116213.2046
sh600297,广汇汽车,239177.7141,715052.0882
sh600298,安琪酵母,81071.925,82408.0943
sh600299,安迪苏,57455.9411,268190.1273
sh600300,维维股份,167200,167200
sh600301,ST南化,23514.814,23514.814
sh600303,曙光股份,62032.4296,67560.4211
sh600305,恒顺醋业,60273.8,60273.8
sh600306,商业城,17740.5726,17813.8918
sh600307,酒钢宏兴,626335.7424,626335.7424
sh600308,华泰股份,116756.1419,116756.1419
sh600309,万华化学,259480.1664,273401.28
sh600310,桂东电力,82777.5,82777.5
sh600311,荣华实业,66560,66560
sh600312,平高电气,113748.5573,135692.1309
sh600313,农发种业,99359.6525,108219.8663
sh600315,上海家化,67124.8461,67341.6467
sh600317,营口港,647298.3003,647298.3003
sh600318,新力金融,48400,48400
sh600319,亚星化学,31559.4,31559.4
sh600320,振华重工,276833.1384,439029.4584
sh600321,国栋建设,118088,151055
sh600322,天房发展,110570,110570
sh600323,瀚蓝环境,62870.999,76626.4018
sh600326,西藏天路,66568.0392,66568.0392
sh600327,大东方,52171.1813,56716.6357
sh600328,兰太实业,43803.1073,43803.1073
sh600329,中新药业,56576.8076,76887.3076
sh600330,天通股份,81997.1442,83047.1442
sh600332,白云山,107117.925,162579.0949
sh600333,长春燃气,52961.9808,52961.9808
sh600335,国机汽车,86213.9894,102973.6837
sh600336,澳柯玛,68007.2,77675.3269
sh600337,美克家居,148340.8456,148340.8456
sh600338,XD西藏珠,15833.3333,65300.7263
sh600339,中油工程,57815.4688,558314.7471
sh600340,华夏幸福,295494.6709,295494.6709
sh600343,航天动力,63820.6348,63820.6348
sh600346,恒力股份,91935.9142,282568.6942
sh600348,阳泉煤业,240500,240500
sh600351,亚宝药业,69200,78704.1461
sh600352,浙江龙盛,305993.186,325333.186
sh600353,旭光股份,54372,54372
sh600355,精伦电子,49208.92,49208.92
sh600356,恒丰纸业,29873.1378,29873.1378
sh600358,国旅联合,43200,50493.666
sh600360,华微电子,73808,73808
sh600361,华联综超,66580.7918,66580.7918
sh600362,江西铜业,207524.7405,346272.9405
sh600363,联创光电,44347.675,44347.675
sh600365,通葡股份,40000,40000
sh600366,宁波韵升,53526.4477,55707.1925
sh600367,红星发展,29120,29120
sh600368,五洲交通,83380.1532,83380.1532
sh600369,西南证券,564510.9124,564510.9124
sh600370,三房巷,79724.423,79724.423
sh600371,万向德农,22506,22506
sh600373,中文传媒,128207.2046,137794.0025
sh600375,华菱星马,55574.0597,55574.0597
sh600376,首开股份,254580.9968,257956.5242
sh600377,宁沪高速,379798.1355,503774.75
sh600378,天科股份,29719.3292,29719.3292
sh600379,宝光股份,23585.826,23585.826
sh600380,健康元,156222.5252,158590.1292
sh600381,青海春天,20581.016,68561.145
sh600382,广东明珠,34174.66,46682.4742
sh600383,金地集团,451363.1772,451363.1772
sh600385,山东金泰,14277.3814,14810.7148
sh600386,北巴传媒,40320,40320
sh600387,海越股份,38571,38610
sh600389,江山股份,29700,29700
sh600390,五矿资本,45125.6401,374838.7882
sh600392,盛和资源,94103.9383,135012.8513
sh600393,粤泰股份,98820.5552,253624.787
sh600395,盘江股份,165505.1861,165505.1861
sh600396,金山股份,116464.5168,147270.6817
sh600397,安源煤业,98995.9882,98995.9882
sh600398,海澜之家,449275.7924,449275.7924
sh600399,抚顺特钢,112962.28,130000
sh600400,红豆股份,123287.9208,180946.9223
sh600403,*ST大有,239081.2402,239081.2402
sh600405,动力源,55327.5448,56260.0448
sh600406,国电南瑞,220575.3602,242895.3351
sh600409,三友化工,185038.5487,206434.9448
sh600410,华胜天成,89242.3694,110448.4183
sh600415,小商品城,544321.4176,544321.4176
sh600419,天润乳业,8949.8955,10355.7209
sh600420,现代制药,57546.6804,111045.8928
sh600421,仰帆控股,19560,19560
sh600422,昆药集团,68089.9354,78868.862
sh600423,*ST柳化,39934.7513,39934.7513
sh600425,*ST青松,137879.0086,137879.0086
sh600426,华鲁恒升,161162.625,162048.185
sh600429,三元股份,88500,149755.7426
sh600433,冠豪高新,119028,127131.5443
sh600435,北方导航,148932,148932
sh600436,片仔癀,60331.721,60331.721
sh600438,通威股份,228414.2539,388237.222
sh600439,瑞贝卡,113198.544,113198.544
sh600444,国机通用,10500,14642.1932
sh600446,金证股份,80140.95,83500.95
sh600448,华纺股份,42236.4101,42236.4101
sh600449,宁夏建材,47818.1042,47818.1042
sh600452,涪陵电力,16000,16000
sh600455,博通股份,4971.7768,6245.8
sh600456,宝钛股份,43026.57,43026.57
sh600458,时代新材,66142.2092,80279.8152
sh600459,贵研铂业,26097.7742,26097.7742
sh600460,士兰微,124716.8,124716.8
sh600461,洪城水业,59400,78959.3625
sh600462,九有股份,53378,53378
sh600463,空港股份,25200,30000
sh600466,蓝光发展,88255.4109,213429.7139
sh600467,好当家,146099.4304,146099.4304
sh600468,百利电气,79843.0965,81111.3518
sh600469,风神股份,56241.3222,56241.3222
sh600470,六国化工,52160,52160
sh600475,华光股份,14049.5478,55939.2211
sh600476,湘邮科技,16107,16107
sh600477,杭萧钢构,96656.21,105712.855
sh600478,科力远,127503.5034,139107.033
sh600479,千金药业,30481.92,34875.5931
sh600480,凌云股份,36171.4838,45093.4166
sh600481,双良节能,162049.5808,162049.5808
sh600482,中国动力,53138,173919.0872
sh600483,福能股份,28848.3712,155182.5574
sh600486,扬农化工,30989.8907,30989.8907
sh600487,亨通光电,124126.9065,124126.9065
sh600489,中金黄金,345113.7189,345113.7189
sh600490,鹏欣资源,147900,188136.6862
sh600491,龙元建设,94760,126210
sh600493,凤竹纺织,27200,27200
sh600495,晋西车轴,120819.0886,120819.0886
sh600496,精工钢构,151044.52,151044.52
sh600497,驰宏锌锗,430989.8186,430989.8186
sh600498,烽火通信,100938.1106,104627.2966
sh600499,科达洁能,141146.4322,141146.4322
sh600501,航天晨光,40688.36,42128.36
sh600502,安徽水利,75894.1686,122249.5951
sh600503,华丽家族,156269.072,160229
sh600505,西昌电力,36456.75,36456.75
sh600506,香梨股份,14770.6873,14770.6873
sh600507,方大特钢,132609.2985,132609.2985
sh600508,上海能源,72271.8,72271.8
sh600509,天富能源,90569.6586,90569.6586
sh600510,黑牡丹,79552.27,104709.5025
sh600511,国药股份,27764.3426,76693.3698
sh600512,腾达建设,97080.5457,159890.2832
sh600513,联环药业,28545.627,28545.627
sh600516,方大炭素,171916.0378,171916.0378
sh600517,置信电气,124452.229,135616.7823
sh600518,康美药业,439742.8966,494674.3675
sh600519,贵州茅台,125619.78,125619.78
sh600520,中发科技,15843,15843
sh600521,华海药业,102433.4352,104256.0402
sh600522,中天科技,227584.4111,306607.2521
sh600523,贵航股份,28860.33,28879.38
sh600525,长园集团,121598.9125,131731.1352
sh600526,菲达环保,40688.945,54740.4672
sh600527,江南高纤,80208.939,80208.939
sh600528,中铁工业,145920,222155.1588
sh600529,山东药玻,25738.0111,30355.4973
sh600530,交大昂立,78000,78000
sh600531,豫光金铅,88575.2328,109024.2634
sh600532,宏达矿业,39623.44,51606.572
sh600533,栖霞建设,105000,105000
sh600535,天士力,103284.2654,108047.5878
sh600536,中国软件,49456.2782,49456.2782
sh600537,亿晶光电,117635.9268,117635.9268
sh600538,国发股份,46440.1185,46440.1185
sh600539,狮头股份,23000,23000
sh600540,*ST新赛,46312.3313,47092.3313
sh600543,莫高股份,32112,32112
sh600545,新疆城建,67578.5778,67578.5778
sh600546,山煤国际,198245.614,198245.614
sh600548,深高速,143327.0326,218077.0326
sh600549,厦门钨业,88657.4,108157.4
sh600550,保变电气,137299.0906,153460.7067
sh600551,时代出版,50582.5296,50582.5296
sh600552,凯盛科技,74089.402,76704.9572
sh600555,海航创新,97350,130350
sh600557,康缘药业,44223.4241,61644.9121
sh600558,大西洋,89760.4831,89760.4831
sh600560,金自天正,22364.55,22364.55
sh600561,江西长运,23706.4,23706.4
sh600562,国睿科技,32764.594,47873.1322
sh600563,法拉电子,22500,22500
sh600565,迪马股份,234586.1984,242677.7984
sh600566,济川药业,80962.3999,80962.3999
sh600567,山鹰纸业,376693.9612,455125.3337
sh600569,安阳钢铁,239368.4489,239368.4489
sh600572,康恩贝,205773.8147,251073
sh600573,惠泉啤酒,25000,25000
sh600575,皖江物流,243529.5988,390811.0209
sh600576,万家文化,47980.4798,63496.8627
sh600577,精达股份,141913.122,195532.4246
sh600578,京能电力,461732.0954,674673.4457
sh600579,天华院,37088.1624,41063.6024
sh600580,卧龙电气,111052.7236,128889.9586
sh600581,八一钢铁,76644.8935,76644.8935
sh600582,天地科技,277433.607,413858.8892
sh600583,海油工程,442135.48,442135.48
sh600584,长电科技,98457,135984.4003
sh600585,海螺水泥,399970.2579,529930.2579
sh600586,金晶科技,143350.28,145889.24
sh600588,用友网络,146036.599,146421.7811
sh600589,广东榕泰,62708.5362,70530.5831
sh600590,泰豪科技,52441.3978,66696.0584
sh600592,龙溪股份,39955.3571,39955.3571
sh600593,大连圣亚,9200,9200
sh600594,益佰制药,79192.74,79192.74
sh600596,新安股份,67918.4633,70541.4633
sh600597,光明乳业,122430.2009,123063.6739
sh600598,北大荒,177767.9909,177767.9909
sh600599,熊猫金控,16600,16600
sh600601,方正科技,219489.1204,219489.1204
sh600602,云赛智联,87957.2617,132683.5136
sh600603,广汇物流,19464.192,62776.7731
sh600604,市北高新,76308.9414,187330.4804
sh600605,汇通能源,14734.4592,14734.4592
sh600606,绿地控股,322336.8284,1216815.4385
sh600608,*ST沪科,31837.1441,32886.1441
sh600609,金杯汽车,109266.7132,109266.7132
sh600610,中毅达,37557.459,107127.4605
sh600611,大众交通,156331.6364,236412.2864
sh600612,老凤祥,31710.963,52311.7764
sh600613,神奇制药,47931.9978,53407.1628
sh600614,鹏起科技,117955.7234,175277.3758
sh600615,丰华股份,18762.4508,18802.0508
sh600616,金枫酒业,51461.9192,51461.9192
sh600617,国新能源,89841.4344,108466.3692
sh600618,氯碱化工,74983.9976,115639.9976
sh600619,海立股份,46057.057,86631.0655
sh600620,天宸股份,68667.7113,68667.7113
sh600621,华鑫股份,52408.2351,106089.9292
sh600622,嘉宝集团,51430.3802,68260.6009
sh600623,华谊集团,93354.5928,211743.0913
sh600624,复旦复华,58331.201,68471.201
sh600628,新世界,53179.927,64687.5384
sh600630,龙头股份,42486.1597,42486.1597
sh600633,浙数文化,118828.759,130192.3953
sh600634,富控互动,57573.2081,57573.2081
sh600635,大众公用,241879.1675,295243.4675
sh600636,*ST爱富,42613.168,44694.1905
sh600637,东方明珠,160184.7117,264173.5216
sh600638,新黄浦,56116.3988,56116.3988
sh600639,浦东金桥,70316.6287,112241.2893
sh600640,号百控股,53536.4544,79569.594
sh600641,万业企业,80615.8748,80615.8748
sh600642,申能股份,455203.8316,455203.8316
sh600643,爱建集团,143402.7882,143713.9844
sh600644,乐山电力,32648.0131,53840.0659
sh600647,同达创业,13914.355,13914.355
sh600648,外高桥,93479.1624,113534.9124
sh600651,飞乐音响,76862.1911,99190.0409
sh600654,*ST中安,75504.3154,128302.0992
sh600655,豫园商城,143732.1976,143732.1976
sh600657,信达地产,152426.0442,152426.0442
sh600658,电子城,58009.7402,79898.9318
sh600660,福耀玻璃,200298.6332,250861.7532
sh600661,新南洋,18140.0126,28654.883
sh600663,陆家嘴,244455.12,336183.12
sh600664,哈药股份,249272.8276,254124.3276
sh600665,天地源,86412.2521,86412.2521
sh600666,奥瑞德,79471.7427,122732.624
sh600667,太极实业,119127.4272,210619.0178
sh600668,尖峰集团,34408.3828,34408.3828
sh600671,天目药业,12172.0533,12177.8885
sh600673,东阳光科,245741.6177,246887.3909
sh600674,川投能源,440214.048,440214.048
sh600675,中华企业,186705.9398,186705.9398
sh600676,交运股份,86237.3924,102849.2944
sh600677,航天通信,41642.8086,52179.17
sh600679,上海凤凰,18663.9552,40219.8947
sh600680,*ST上普,25742.5337,38222.5337
sh600681,百川能源,32740.5875,96415.7472
sh600683,京投发展,74077.7597,74077.7597
sh600684,珠江实业,71121.7269,71121.7269
sh600686,金龙汽车,44259.7097,60673.8511
sh600687,刚泰控股,107853.9429,148871.5304
sh600688,上海石化,730500,1080000
sh600690,青岛海尔,549141.6739,609763.0727
sh600691,阳煤化工,175639.0906,175678.6906
sh600692,亚通股份,25501.0517,35176.4064
sh600693,东百集团,67022.3489,89822.9148
sh600694,大商股份,29371.8653,29371.8653
sh600695,绿庭投资,36646.7152,71113.21
sh600696,*ST匹凸,34056.555,34056.555
sh600697,欧亚集团,15515.6015,15908.8075
sh600698,湖南天雁,43123.3736,97181.744
sh600699,均胜电子,68936.98,94928.9
sh600701,工大高新,49878.1936,103473.5218
sh600702,沱牌舍得,33730,33730
sh600703,三安光电,407842.4928,407842.4928
sh600704,物产中大,133769.5404,430668.2417
sh600705,中航资本,761855.1142,897632.5766
sh600706,曲江文旅,17790.8675,17950.9675
sh600707,彩虹股份,73603.7688,73675.7688
sh600708,光明地产,75088.9215,131871.9966
sh600710,ST常林,64028.4,130674.9434
sh600711,盛屯矿业,149705.2305,149705.2305
sh600712,南宁百货,53795.9475,54465.536
sh600713,南京医药,69358.068,89742.5598
sh600714,金瑞矿业,28510.7912,28817.6273
sh600715,文投控股,44851.2,185485.35
sh600716,凤凰股份,91022.0797,93606.059
sh600717,天津港,167476.912,167476.912
sh600719,大连热电,40459.96,40459.96
sh600720,祁连山,77616.2687,77629.0282
sh600721,百花村,24852.4307,40038.6394
sh600722,金牛化工,68031.9676,68031.9676
sh600723,首商股份,65806.9554,65840.7554
sh600724,宁波富达,144494.2664,144524.1071
sh600725,ST云维,123247,123247
sh600726,华电能源,153467.5151,196667.5153
sh600727,鲁北化工,35092.6607,35098.6607
sh600728,佳都科技,132877.8968,159884.4924
sh600729,重庆百货,40642.6465,40652.8465
sh600731,湖南海利,32665.3117,32731.4098
sh600732,ST新梅,44638.308,44638.308
sh600733,S*ST前锋,7560,19758.6
sh600735,新华锦,37599.2296,37599.2296
sh600736,苏州高新,113895.0855,119429.2932
sh600737,中粮糖业,132266.3455,205187.6155
sh600738,兰州民百,36819.8587,78309.5436
sh600739,辽宁成大,136470.9816,152970.9816
sh600740,山西焦化,65683.2758,76570
sh600741,华域汽车,286650.9126,315272.3984
sh600742,一汽富维,42304.68,42304.68
sh600743,华远地产,234610.0874,234610.0874
sh600744,华银电力,82763.4402,178112.4274
sh600745,闻泰科技,48332.035,63726.6387
sh600748,上实发展,140838.2135,184456.2892
sh600750,江中药业,30000,30000
sh600753,东方银星,12800,12800
sh600755,厦门国贸,166496.1009,166496.1009
sh600757,长江传媒,121349.7103,121365.0273
sh600758,红阳能源,56339.5152,133140.8935
sh600759,洲际油气,158082.9309,226350.7518
sh600760,中航黑豹,34494.039,34494.039
sh600761,安徽合力,61681.7335,61681.7335
sh600763,通策医疗,32064,32064
sh600764,中电广通,15341.2034,32972.6984
sh600765,中航重机,77800.32,77800.32
sh600766,园城黄金,22393.2072,22422.6822
sh600767,*ST运盛,34091.0182,34101.0182
sh600768,宁波富邦,13374.72,13374.72
sh600769,祥龙电业,37497.72,37497.72
sh600770,综艺股份,130000,130000
sh600771,广誉远,24380.8438,35311.1304
sh600773,西藏城投,72921.3663,72921.3663
sh600774,汉商集团,17442.9024,17457.5386
sh600776,东方通信,95600.0064,125600.0064
sh600777,新潮能源,237660.846,405123.657
sh600778,友好集团,31108.6712,31149.1352
sh600779,水井坊,48854.5698,48854.5698
sh600780,通宝能源,114650.2523,114650.2523
sh600781,辅仁药业,17759.2864,17759.2864
sh600782,新钢股份,278689.6212,278689.6212
sh600784,鲁银投资,56817.7846,56817.7846
sh600785,新华百货,22563.128,22563.128
sh600789,鲁抗医药,58157.5475,58157.5475
sh600790,轻纺城,104699.352,104699.352
sh600791,京能置业,45231.3696,45288
sh600792,云煤能源,98992.36,98992.36
sh600793,宜宾纸业,10530,10530
sh600794,保税科技,110277.4156,121215.2157
sh600795,国电电力,1965039.7845,1965039.7845
sh600796,钱江生化,30140.2144,30140.2144
sh600797,浙大网新,83074.7042,91404.3256
sh600798,宁波海运,103085.0948,103085.0948
sh600800,天津磁卡,61095.6047,61127.1047
sh600801,华新水泥,97277.1325,149757.1325
sh600802,福建水泥,38187.3666,38187.3666
sh600804,鹏博士,140768.1733,143213.3979
sh600805,悦达投资,84925.3256,85089.4494
sh600808,马钢股份,596775.1186,770068.1186
sh600809,山西汾酒,86584.8266,86584.8266
sh600810,神马股份,44228,44228
sh600812,华北制药,163080.4729,163080.4729
sh600814,杭州解百,31038.3021,71502.6758
sh600815,*ST厦工,95896.9989,95896.9989
sh600816,安信信托,249760.3779,455761.4932
sh600818,中路股份,23795.791,32144.791
sh600819,耀皮玻璃,74741.6067,93491.6069
sh600820,隧道股份,314409.6094,314409.6094
sh600821,津劝业,41626.8225,41626.8225
sh600822,上海物贸,39614.7908,49597.2914
sh600823,世茂股份,375116.8261,375116.8261
sh600824,益民集团,105402.7073,105402.7073
sh600825,新华传媒,104488.785,104488.785
sh600826,兰生股份,42064.2288,42064.2288
sh600827,百联股份,154277.7555,178416.8117
sh600828,茂业商业,56981.7292,173198.2546
sh600829,人民同泰,57988.8597,57988.8597
sh600830,香溢融通,45432.2747,45432.2747
sh600834,申通地铁,47738.1905,47738.1905
sh600835,上海机电,80650.43,102273.9308
sh600836,界龙实业,65302.4094,66275.3072
sh600837,海通证券,809213.118,1150170
sh600838,上海九百,40088.1981,40088.1981
sh600839,四川长虹,461063.43,461624.4222
sh600841,上柴股份,52189.253,86668.983
sh600844,*ST丹科,58482.7012,101652.424
sh600845,宝信软件,52393.193,78324.9172
sh600846,同济科技,62476.1516,62476.1516
sh600847,*ST万里,15328.74,15328.74
sh600848,上海临港,39955.347,111991.9277
sh600850,华东电脑,42088.8164,42088.8164
sh600851,海欣股份,73820.611,120705.6692
sh600854,春兰股份,51945.8538,51945.8538
sh600855,航天长峰,33011.4425,33161.7425
sh600856,中天能源,77103.0388,113433.115
sh600857,宁波中百,22431.9919,22431.9919
sh600858,银座股份,51754.8029,52006.6589
sh600859,王府井,60159.8514,77625.035
sh600860,*ST京城,32200,42200
sh600861,北京城乡,31680.4949,31680.4949
sh600862,中航高科,79031.9855,139304.9107
sh600863,内蒙华电,580774.5,580774.5
sh600864,哈投股份,54637.8196,210851.3762
sh600865,百大集团,37624.0316,37624.0316
sh600866,星湖科技,55039.3465,64539.3465
sh600867,通化东宝,163596.3006,170632.0177
sh600868,梅雁吉祥,189814.8679,189814.8679
